"","Column1","Column2","Column3","Column4","Column5","predictKNN"
"5205",5,0,2,2,2,2
"5206",-2,-3,3,1,-11,-11
"5207",3,-5,-3,1,18,17
"5208",-2,1,2,2,0,0
"5209",-2,-2,-1,3,0,0
"5210",5,5,2,3,5,5
"5211",1,-3,4,2,-5,-5
"5212",-4,-3,3,2,-6,-6
"5213",3,-4,2,1,-5,-5
"5214",-3,0,-1,1,-3,-2
"5215",2,0,4,3,0,0
"5217",4,-2,0,3,1,1
"5218",4,3,0,2,2,2
"5219",4,-4,-1,2,4,4
"5220",-3,1,3,3,0,0
"5221",-3,5,2,1,7,7
"5222",5,-2,-3,3,3,3
"5224",0,3,1,2,1,1
"5225",-1,0,-1,3,0,0
"5226",4,3,3,3,4,4
"5227",-4,1,-1,1,-5,-5
"5228",4,-2,4,2,-2,-2
"5229",2,-3,4,1,-10,-10
"5230",1,2,3,2,3,3
"5231",3,-5,-2,1,13,13
"5232",2,-3,-2,2,4,4
"5233",-4,0,-2,1,-4,-4
"5234",-4,3,-2,3,-3,-3
"5235",1,5,-1,1,-4,-4
"5236",0,-5,-2,3,3,3
"5237",5,2,-3,2,0,0
"5238",-3,0,2,1,-3,-3
"5239",-3,4,1,1,1,1
"5240",-1,-2,1,3,-1,-1
"5241",-3,2,-1,1,-5,-4
"5242",-2,2,1,3,0,0
"5243",2,3,1,2,2,2
"5244",2,-4,-1,2,3,3
"5245",5,0,-3,3,1,1
"5246",-2,-5,3,1,-17,-17
"5247",-3,-5,2,1,-13,-13
"5248",-2,1,4,1,2,2
"5249",-2,-3,4,1,-14,-14
"5250",-2,3,4,1,10,10
"5252",-2,3,2,1,4,4
"5253",4,-5,1,1,-1,-1
"5254",2,3,4,3,4,4
"5255",1,2,-3,1,-5,-5
"5256",3,-4,1,3,0,0
"5257",4,1,3,2,3,3
"5258",3,1,-2,2,0,0
"5259",5,3,-1,1,2,2
"5260",1,5,4,1,21,20
"5261",4,-2,1,1,2,2
"5262",4,5,-1,1,-1,-1
"5263",-3,-5,1,2,-4,-4
"5264",2,-1,-3,2,2,2
"5265",-4,4,0,1,-4,-4
"5266",0,-3,1,2,-1,-1
"5267",3,0,2,2,1,1
"5268",-5,-5,4,1,-25,-24
"5269",-1,4,1,1,3,3
"5271",0,-1,2,2,-1,-1
"5272",2,2,-1,2,0,0
"5273",-3,5,3,1,12,12
"5274",-1,-3,0,3,0,0
"5275",5,1,0,3,1,1
"5276",-5,0,-3,2,-2,-2
"5277",0,4,2,2,4,4
"5278",0,-2,2,3,-1,-1
"5279",4,-2,1,2,1,0
"5280",-3,-4,-1,1,1,1
"5281",-1,5,-2,3,-3,-3
"5282",-5,1,-1,1,-6,-6
"5283",-1,-4,4,2,-8,-8
"5284",2,-2,-3,3,2,2
"5285",-2,2,3,2,2,2
"5287",-4,-3,0,1,-4,-4
"5288",4,4,0,2,2,1
"5289",4,0,0,2,2,2
"5290",5,4,1,1,9,9
"5291",-1,1,0,1,-1,0
"5292",-4,-4,-1,3,0,0
"5293",-4,-3,4,3,-5,-5
"5294",5,-2,-2,1,9,8
"5295",2,3,3,1,11,11
"5296",5,2,3,3,3,3
"5297",-2,5,2,3,2,2
"5298",0,4,0,3,0,0
"5299",-4,-2,1,2,-3,-2
"5300",-4,3,3,1,5,5
"5301",4,-1,-2,3,2,2
"5302",1,3,1,3,1,1
"5303",-5,-4,1,1,-9,-8
"5304",-3,4,-1,2,-3,-3
"5305",-5,-2,0,2,-2,-2
"5306",1,-5,-2,1,11,10
"5307",4,1,4,1,8,8
"5308",5,-3,3,1,-4,-4
"5309",3,3,2,1,9,8
"5310",1,-5,1,3,-1,-1
"5311",-4,-3,4,1,-16,-15
"5312",0,2,3,1,6,5
"5313",0,5,3,3,5,5
"5314",0,-5,-2,3,3,3
"5315",-1,0,-1,3,0,0
"5316",0,0,-1,1,0,0
"5317",-5,3,3,2,2,2
"5319",-1,2,2,3,1,0
"5320",-3,-2,0,2,-1,-1
"5321",-5,1,3,1,-2,-2
"5322",-5,5,-1,2,-5,-5
"5323",2,1,-1,2,0,0
"5324",2,-5,-2,2,6,6
"5325",1,0,3,1,1,1
"5326",-1,4,-2,2,-4,-4
"5327",4,2,-1,2,1,0
"5328",-3,4,3,1,9,9
"5329",-4,-2,-2,1,0,0
"5330",1,-2,-3,3,2,2
"5331",-4,-4,-3,3,2,2
"5332",-3,-4,2,1,-11,-10
"5333",-2,3,0,1,-2,-2
"5334",-5,2,0,3,-1,-1
"5335",4,5,0,1,4,4
"5336",-3,-1,3,3,-2,-2
"5337",3,4,3,1,15,15
"5338",3,-2,0,3,1,0
"5339",5,3,4,1,17,17
"5340",5,1,3,2,4,4
"5341",-5,-1,-1,3,-1,-1
"5342",-2,0,-2,3,0,0
"5344",1,2,1,1,3,3
"5345",-2,1,4,1,2,2
"5346",0,3,-3,2,-4,-4
"5347",4,-4,4,1,-12,-12
"5348",-5,-4,4,2,-10,-10
"5349",-4,2,0,2,-2,-2
"5350",2,-5,0,3,0,0
"5351",1,1,-3,3,0,0
"5352",-3,-4,-3,2,4,4
"5353",-4,-1,3,3,-2,-2
"5354",-3,5,-2,1,-13,-12
"5355",-2,-3,1,2,-2,-2
"5356",-2,0,1,2,-1,-1
"5357",-4,-5,4,1,-24,-24
"5358",5,-3,1,1,2,1
"5359",3,-4,0,1,3,2
"5360",-2,-5,0,2,-1,-1
"5361",3,2,-1,1,1,1
"5362",0,3,4,2,6,6
"5363",-5,5,-1,3,-3,-3
"5364",4,5,-2,2,-3,-3
"5365",5,0,3,2,2,2
"5366",0,1,3,1,3,3
"5367",0,-1,1,3,0,0
"5369",2,-5,-3,3,5,5
"5370",-4,-2,-3,3,0,0
"5371",2,2,-1,1,0,0
"5372",0,-4,3,1,-12,-12
"5373",1,1,1,3,0,0
"5374",-4,-1,2,1,-6,-6
"5375",0,1,2,1,2,2
"5376",2,0,3,1,2,2
"5378",3,-3,1,3,0,0
"5379",2,-1,3,3,0,0
"5380",3,-5,1,2,-1,-1
"5381",-4,2,2,3,0,0
"5382",2,1,-2,1,0,0
"5383",1,-4,-1,3,1,1
"5384",-3,4,4,3,4,4
"5385",-4,-5,-2,1,6,6
"5386",-3,2,0,2,-1,-1
"5387",1,2,0,3,0,0
"5388",-5,2,1,1,-3,-2
"5389",-4,-2,2,1,-8,-8
"5390",2,-2,3,3,-1,-1
"5391",0,-2,-3,1,6,6
"5392",-5,-3,3,3,-4,-4
"5393",0,-4,-2,2,4,4
"5394",-4,5,4,2,8,8
"5395",1,4,1,3,1,1
"5396",4,-4,0,3,1,1
"5397",-2,2,-2,3,-2,-2
"5398",-3,0,2,2,-1,-1
"5399",4,-3,-1,1,7,6
"5400",2,-4,-1,3,2,2
"5401",-1,-4,2,2,-4,-4
"5402",-5,-4,-2,2,1,1
"5403",1,0,-2,1,1,1
"5404",-2,-1,3,3,-1,-1
"5405",318,3,4,3,5,4
"5406",5,-5,0,3,1,1
"5407",1,0,3,3,0,0
"5408",5,-1,3,3,0,0
"5410",2,4,-2,2,-3,-2
"5411",-3,-4,0,1,-3,-3
"5413",5,3,0,2,2,2
"5414",3,-4,0,3,1,1
"5415",-1,-3,4,1,-13,-13
"5416",4,1,3,1,7,7
"5417",0,4,3,2,6,6
"5418",-3,1,2,2,0,0
"5419",-4,-5,1,3,-3,-3
"5420",-2,1,0,3,0,0
"5421",3,-1,2,1,1,1
"5422",-2,-5,2,3,-4,-4
"5423",4,-5,2,3,-2,-2
"5424",2,-2,4,1,-6,-5
"5425",-4,3,-2,3,-3,-3
"5426",2,-5,-2,2,6,6
"5427",-4,-2,1,3,-2,-1
"5428",5,3,4,1,17,17
"5429",3,-2,2,1,-1,-1
"5430",4,3,2,3,3,3
"5431",-3,3,-2,1,-9,-9
"5432",-3,3,-2,3,-3,-3
"5433",3,4,3,2,7,7
"5434",-5,-2,3,3,-3,-3
"5435",-5,-5,-1,3,0,0
"5436",-4,5,4,2,8,8
"5437",0,3,3,2,4,4
"5438",-4,-1,3,2,-3,-3
"5439",-5,-4,4,2,-10,-10
"5440",1,1,1,2,1,1
"5441",-4,-2,1,1,-6,-6
"5442",-4,-3,1,3,-2,-2
"5443",3,1,-2,3,0,0
"5444",-2,5,-2,1,-12,-12
"5446",0,2,-3,1,-6,-6
"5449",-2,2,3,2,2,2
"5450",-4,5,-2,2,-7,-7
"5451",-5,-3,1,3,-2,-2
"5452",3,-3,-1,3,2,2
"5453",2,0,4,1,2,2
"5454",-5,5,2,2,2,2
"5455",-1,0,3,3,0,0
"5456",5,0,2,3,1,1
"5457",5,1,-2,2,1,1
"5458",-3,-4,4,1,-19,-18
"5459",-1,1,1,1,0,0
"5460",0,-4,0,3,0,0
"5461",1,-5,-1,3,2,2
"5462",0,-1,4,1,-4,-3
"5463",-2,5,-1,3,-2,-2
"5464",0,4,2,1,8,8
"5465",0,5,-2,1,-10,-10
"5466",-3,-1,-3,3,0,0
"5467",-1,-1,-2,1,1,1
"5468",-1,-3,-1,1,2,1
"5469",5,-4,3,2,-3,-3
"5470",-1,3,0,1,-1,-1
"5471",-3,5,-3,1,-18,-18
"5472",-2,1,3,1,1,0
"5473",1,5,-2,3,-3,-2
"5474",-5,-4,4,3,-7,-7
"5475",-5,-2,1,3,-2,-2
"5476",1,5,-3,2,-7,-7
"5477",-1,-4,4,2,-8,-8
"5478",-2,2,1,2,0,0
"5479",-3,0,-2,1,-3,-3
"5480",-3,4,1,1,1,1
"5481",4,-4,3,2,-4,-3
"5482",2,-5,1,1,-3,-3
"5483",-2,4,-2,2,-5,-5
"5484",-1,3,-3,2,-5,-5
"5485",0,1,3,1,3,3
"5486",3,-5,2,1,-7,-7
"5487",3,-2,1,3,0,0
"5488",1,4,0,1,1,1
"5489",-5,5,3,2,5,5
"5490",-1,2,2,1,3,3
"5491",-4,-1,4,1,-8,-7
"5492",-5,0,0,3,-1,-1
"5493",-2,-5,-2,1,8,8
"5494",5,-2,-2,1,9,8
"5495",-3,-5,0,1,-3,-3
"5496",2,4,4,1,18,18
"5497",3,-5,-2,1,13,13
"5498",-5,-3,-2,2,0,0
"5499",1,-2,2,1,-3,-2
"5501",-2,2,1,2,0,0
"5502",1,0,4,1,1,0
"5503",-4,-4,-1,1,0,0
"5504",5,-4,1,1,1,1
"5506",1,-5,1,3,-1,-1
"5507",-1,-5,-2,3,3,2
"5508",5,0,4,3,1,1
"5509",-1,-1,3,1,-4,-4
"5510",5,1,0,1,5,5
"5511",0,4,-1,3,-1,-1
"5512",4,1,0,3,1,1
"5513",-4,-2,-1,1,-2,-1
"5514",0,3,-1,3,-1,-1
"5515",-2,-5,3,2,-8,-8
"5516",5,2,-1,3,1,0
"5517",3,-4,-2,2,5,5
"5518",-2,-5,-3,3,4,4
"5519",-2,4,2,2,3,3
"5520",-3,-3,-1,2,0,0
"5521",1,-5,0,2,0,0
"5522",-5,-2,-3,3,0,0
"5523",5,-4,0,1,5,5
"5524",-4,1,1,1,-3,-3
"5525",1,0,4,2,0,0
"5526",-5,1,2,3,-1,0
"5527",-4,-5,-3,2,5,5
"5529",4,2,1,2,3,3
"5530",4,4,1,3,2,2
"5531",2,2,-1,2,0,0
"5532",0,5,1,3,1,1
"5533",0,-2,-3,1,6,6
"5534",-5,-1,2,1,-7,-6
"5535",-1,-4,-1,1,3,2
"5536",0,4,1,1,4,4
"5537",-5,-1,-3,3,0,0
"5538",-4,-5,-1,3,0,0
"5539",2,3,3,2,5,5
"5540",-4,-2,3,1,-10,-10
"5541",3,2,3,1,9,9
"5542",-5,-1,2,2,-3,-3
"5543",0,0,1,1,0,0
"5544",1,-5,-2,2,5,5
"5545",4,3,-2,3,0,0
"5546",0,-2,-2,2,2,2
"5547",4,0,-1,1,4,4
"5548",-5,-2,1,2,-3,-3
"5549",-4,-4,0,1,-4,-3
"5550",0,-5,2,3,-3,-3
"5551",-2,-3,2,2,-4,-4
"5552",2,4,3,3,4,4
"5553",3,-1,2,3,0,0
"5554",4,-4,-1,3,2,2
"5555",-2,3,1,2,0,0
"5556",5,2,-1,1,3,3
"5558",0,-5,-2,1,10,10
"5559",-3,-2,0,2,-1,-1
"5560",-1,-2,-2,1,3,3
"5561",2,-2,1,3,0,0
"5562",-5,3,-2,3,-3,-3
"5563",3,3,3,2,6,5
"5564",-1,-2,1,2,-1,-1
"5565",5,-2,1,2,1,1
"5566",-1,5,4,2,9,9
"5567",-3,4,0,3,-1,-1
"5568",0,3,-1,1,-3,-3
"5569",-2,2,2,2,1,1
"5570",0,3,-2,2,-3,-3
"5571",-4,-5,1,2,-4,-4
"5572",-5,-4,3,1,-17,-16
"5573",1,5,-1,2,-2,-2
"5574",-3,-4,3,3,-5,-5
"5575",4,-4,4,2,-6,-6
"5576",4,-5,3,2,-5,-5
"5577",-5,2,-1,2,-3,-3
"5578",4,5,2,1,14,13
"5579",2,-4,-2,2,5,5
"5580",-5,4,-3,3,-5,-5
"5581",1,-4,0,1,1,1
"5582",-5,-5,-1,2,0,0
"5583",-1,0,-1,3,0,0
"5584",1,1,2,2,1,1
"5585",4,0,4,3,1,1
"5586",0,1,0,3,0,0
"5587",-4,-5,-3,2,5,5
"5588",0,-5,1,1,-5,-4
"5589",-3,-5,-2,1,7,7
"5591",-1,2,-2,1,-5,-5
"5592",5,2,-2,2,0,0
"5593",5,5,0,2,2,2
"5594",-1,2,3,2,2,2
"5595",2,2,4,2,5,5
"5596",3,1,-2,1,1,0
"5597",5,0,0,2,2,2
"5598",4,3,0,3,1,1
"5599",4,-1,-3,2,3,3
"5600",-1,1,-2,3,-1,-1
"5601",1,-4,0,3,0,0
"5602",-1,4,-1,3,-1,-1
"5603",4,-5,3,2,-5,-5
"5604",-1,3,2,2,2,2
"5605",1,4,-2,2,-3,-3
"5606",-5,-4,-1,3,0,0
"5607",-2,-3,-2,2,2,2
"5608",-3,-1,-1,3,0,0
"5609",-5,-3,-1,3,0,0
"5610",4,-5,3,2,-5,-5
"5611",0,-4,2,3,-2,-2
"5612",-3,-1,-1,2,-1,-1
"5613",-2,-1,2,2,-2,-1
"5614",0,0,3,2,0,0
"5615",-4,-3,0,3,-1,-1
"5616",-3,-1,2,3,-1,-1
"5617",0,3,0,3,0,0
"5618",-2,-2,4,1,-10,-10
"5619",4,-2,-1,3,2,2
"5620",4,5,1,1,9,8
"5621",-2,5,4,2,9,9
"5622",5,1,0,3,1,1
"5623",3,-1,-2,1,5,5
"5624",-5,-3,2,3,-3,-3
"5625",3,5,1,3,2,2
"5626",4,1,-2,3,0,0
"5627",-5,-5,4,2,-12,-12
"5628",-3,0,-1,3,-1,-1
"5629",3,0,-3,2,1,1
"5630",5,4,-3,3,-2,-2
"5631",0,-1,2,2,-1,-1
"5632",-5,-1,-3,1,-2,-2
"5633",-5,-2,1,1,-7,-6
"5634",-5,4,3,2,3,3
"5635",-2,0,-2,3,0,0
"5636",2,4,2,1,10,10
"5637",5,-5,1,3,0,0
"5638",-3,-5,0,3,-1,0
"5639",-2,-2,0,3,0,0
"5640",4,0,4,1,4,3
"5641",-2,1,1,3,0,0
"5642",1,-5,0,2,0,0
"5643",-1,5,-1,2,-3,-3
"5644",-5,-1,3,3,-2,-2
"5645",-3,3,4,3,3,3
"5646",-5,-2,1,3,-2,-2
"5647",0,2,1,3,0,0
"5648",-2,5,1,1,3,3
"5649",-4,1,-2,1,-6,-5
"5650",3,-5,1,3,0,0
"5651",4,-5,0,2,2,1
"5652",-3,-1,0,2,-1,-1
"5653",-4,-2,2,2,-4,-3
"5654",3,-3,4,2,-4,-5
"5655",-2,-1,1,3,-1,-1
"5656",-3,-2,0,3,-1,0
"5657",-5,-2,3,2,-5,-5
"5658",3,4,1,2,3,3
"5659",4,-2,3,3,0,0
"5660",-2,1,-1,2,-1,-1
"5661",-5,-5,-2,1,5,6
"5662",1,-4,3,3,-3,-3
"5663",-1,2,3,3,1,1
"5664",-4,0,-3,3,-1,-1
"5665",-1,0,4,3,0,0
"5666",-3,-2,-2,2,0,0
"5667",-2,-1,-1,3,0,0
"5668",-3,-2,0,1,-3,-3
"5669",-2,4,-1,3,-2,-2
"5670",2,0,3,3,0,0
"5671",-5,3,-1,2,-4,-3
"5673",-1,2,0,2,0,0
"5674",-2,3,4,1,10,10
"5675",1,-2,2,1,-3,-2
"5676",3,-2,-3,3,3,3
"5677",-4,-3,-3,1,5,5
"5678",-5,-3,3,2,-7,-6
"5679",-5,-4,4,3,-7,-7
"5680",2,-1,0,1,2,2
"5681",-1,1,2,2,0,0
"5682",-5,-2,-3,3,0,0
"5684",2,-1,2,2,0,0
"5685",-3,-3,-2,3,1,1
"5686",3,4,2,2,5,5
"5687",-4,-2,4,1,-12,-12
"5688",-1,2,4,1,7,7
"5689",1,1,1,2,1,1
"5690",3,-1,2,2,0,0
"5691",1,3,-3,2,-4,-4
"5692",4,1,-3,3,0,0
"5693",-1,0,-3,3,0,0
"5694",-2,3,3,2,3,3
"5695",-3,-2,0,3,-1,0
"5696",0,-1,1,3,0,0
"5697",-1,-1,-2,1,1,1
"5698",2,3,-1,3,0,0
"5699",0,1,-2,3,0,0
"5700",0,-2,4,3,-2,-2
"5701",-3,0,2,3,-1,-1
"5702",0,2,2,1,4,4
"5703",-1,-5,-2,1,9,9
"5704",-1,1,-2,-50,-3,-5
"5705",-3,-5,0,3,-1,0
"5706",-4,-5,3,3,-6,-6
"5707",-2,1,4,2,1,0
"5708",5,-1,0,1,5,5
"5709",-5,-3,0,2,-2,-2
"5710",3,0,2,3,1,1
"5711",-4,1,0,3,-1,-1
"5712",-5,-4,4,1,-21,-21
"5713",-2,-3,2,3,-2,-2
"5714",0,-5,1,3,-1,-1
"5715",-2,-1,-1,3,0,0
"5716",-1,-5,3,3,-5,-5
"5717",-1,-4,-3,2,5,5
"5718",-4,-2,4,-50,-4,-3
"5719",4,1,1,2,2,2
"5720",-2,5,-2,1,-12,-12
"5721",-1,-2,3,2,-3,-3
"5722",0,5,4,2,10,10
"5723",1,-2,-3,1,7,6
"5724",3,4,-3,2,-4,-4
"5725",4,-2,2,2,0,0
"5726",-1,4,0,1,-1,-1
"5727",0,0,2,3,0,0
"5729",-2,2,1,1,0,0
"5730",-4,3,3,2,2,2
"5731",4,-3,-3,2,6,6
"5732",4,-2,-2,3,2,2
"5733",-5,-2,3,2,-5,-5
"5734",-3,4,2,3,1,1
"5735",4,-2,4,2,-2,-2
"5736",5,-2,-1,2,3,3
"5737",3,-3,-1,2,3,2
"5738",5,-5,3,2,-5,-5
"5739",-2,-4,2,1,-10,-10
"5740",3,-4,2,3,-1,-1
"5741",-2,4,3,3,3,3
"5742",-1,4,-1,1,-5,-5
"5743",-1,5,4,1,19,19
"5744",0,-4,1,3,-1,-1
"5745",4,-3,0,2,2,2
"5746",-1,5,-1,3,-2,-1
"5747",-3,-5,-3,1,12,12
"5748",1,0,2,3,0,0
"5749",5,-2,-2,1,9,8
"5750",-1,4,4,2,7,7
"5751",-1,-4,2,3,-3,-3
"5753",-4,3,2,2,1,1
"5754",1,4,4,2,8,8
"5755",0,2,-2,3,-1,-1
"5756",-2,2,-1,1,-4,-4
"5757",1,5,-1,1,-4,-4
"5758",-5,5,-2,3,-5,-5
"5759",2,-5,-3,1,17,17
"5760",0,5,1,2,2,2
"5761",-2,1,-3,3,-1,-1
"5762",-3,4,-1,3,-2,-2
"5763",5,5,-1,2,0,0
"5764",5,5,-1,1,0,0
"5765",0,3,2,3,2,2
"5766",5,-2,1,2,1,1
"5767",-1,1,1,1,0,0
"5768",2,-5,2,1,-8,-8
"5769",-1,4,-1,1,-5,-5
"5771",1,4,3,3,4,4
"5772",-3,4,0,1,-3,-3
"5773",3,-4,-3,2,7,7
"5774",4,0,1,3,1,1
"5775",-2,4,4,1,14,14
"5776",-1,-1,-3,1,2,2
"5777",-2,-4,0,2,-1,0
"5778",-3,1,4,3,0,0
"5779",-5,3,1,3,0,0
"5781",3,-1,-1,1,4,4
"5782",4,-3,2,3,0,0
"5783",0,0,-3,2,0,0
"5784",2,-1,2,1,0,0
"5785",-1,0,-2,3,0,0
"5786",-2,2,1,2,0,0
"5787",-2,3,-1,2,-2,-2
"5788",-1,-5,-3,2,7,7
"5789",5,-2,1,2,1,1
"5790",1,-1,0,2,0,0
"5791",2,-5,2,2,-4,-3
"5792",4,-3,3,3,-1,-1
"5793",-3,-2,-1,1,-1,-1
"5794",4,1,1,3,1,1
"5795",4,1,-3,2,0,0
"5796",4,1,-3,2,0,0
"5797",4,0,-2,1,4,4
"5798",4,0,2,2,2,2
"5799",-5,-1,0,3,-1,-1
"5800",0,-2,3,1,-6,-6
"5801",3,-1,2,1,1,1
"5802",3,5,4,1,23,23
"5804",-3,-1,1,3,-1,-1
"5805",-5,5,1,3,0,0
"5806",-5,0,-1,3,-1,-1
"5807",-4,-4,-3,3,2,2
"5808",0,2,-3,1,-6,-6
"5809",-4,1,-1,2,-2,-2
"5810",-4,-1,-1,3,-1,-1
"5811",4,-4,1,2,0,0
"5812",2,3,-1,1,-1,-1
"5813",2,-2,-2,2,3,3
"5814",0,-4,-2,1,8,8
"5815",-2,-5,0,2,-1,-1
"5816",-1,3,-2,2,-3,-3
"5817",2,-5,3,2,-6,-6
"5818",1,2,-2,1,-3,-3
"5819",-4,0,4,2,-2,-2
"5821",-1,0,-3,2,0,0
"5822",-3,3,2,3,1,1
"5823",-3,3,0,2,-1,-1
"5824",1,-3,3,2,-4,-4
"5825",-5,0,4,2,-2,-2
"5826",3,-2,3,2,-1,-1
"5828",-3,-2,3,2,-4,-4
"5829",-5,-3,2,3,-3,-3
"5830",-3,-4,-1,1,1,1
"5831",3,-3,0,3,1,0
"5832",0,5,-1,1,-5,-4
"5833",-4,-5,-1,2,0,0
"5834",2,5,-3,3,-4,-4
"5835",3,1,4,1,7,6
"5836",4,-4,3,3,-2,-2
"5837",-3,2,2,1,1,1
"5838",2,-3,-2,2,4,4
"5839",-5,3,-1,3,-2,-2
"5840",-2,-1,3,2,-2,-2
"5841",5,3,-3,1,-4,-4
"5842",-5,-3,1,2,-4,-4
"5843",2,0,-2,2,1,1
"5844",3,-4,2,1,-5,-5
"5845",4,0,-2,2,2,1
"5846",-2,5,2,2,4,4
"5847",-5,4,2,2,1,1
"5848",-1,-1,4,3,-1,-1
"5849",-5,4,0,3,-1,-1
"5850",2,-3,-2,1,8,8
"5851",5,-3,1,3,0,0
"5852",-3,-1,1,2,-2,-1
"5853",4,5,-3,3,-3,-3
"5854",5,4,-3,1,-7,-7
"5855",0,-1,4,2,-2,-2
"5856",3,-5,2,2,-3,-3
"5857",2,-5,-1,2,3,3
"5858",-2,4,-1,1,-6,-6
"5859",0,0,0,3,0,0
"5860",3,-4,3,1,-9,-9
"5861",3,2,4,2,5,5
"5862",-5,-4,-1,2,0,0
"5863",-5,2,-3,1,-11,-11
"5864",1,0,-1,2,0,0
"5865",-4,-1,2,2,-3,-3
"5866",1,3,-3,2,-4,-4
"5867",-5,-5,-3,2,5,5
"5868",2,3,2,3,2,2
"5869",-4,-2,0,1,-4,-4
"5871",-3,-2,1,1,-5,-5
"5872",1,-2,2,2,-1,-1
"5873",-3,5,3,3,4,4
"5874",3,-5,4,2,-8,-8
"5875",-3,-3,-3,1,6,6
"5876",5,-4,4,1,-11,-11
"5877",-2,1,-1,2,-1,-1
"5878",0,-5,4,1,-20,-19
"5879",3,2,3,3,3,3
"5880",2,4,3,3,4,4
"5881",5,2,-3,3,0,0
"5882",5,0,-1,3,1,1
"5883",2,1,-3,3,0,0
"5884",3,-5,-1,2,4,3
"5885",-1,-3,-2,1,5,5
"5886",-4,-4,2,3,-4,-3
"5887",3,4,-1,1,-1,-1
"5888",4,-5,-3,2,9,9
"5889",5,5,2,3,5,5
"5890",-2,-1,0,2,-1,-1
"5891",3,-1,3,2,0,0
"5892",-2,-5,2,1,-12,-12
"5893",5,-1,2,2,1,1
"5894",-5,1,4,1,-1,-1
"5895",1,-3,3,1,-8,-8
"5896",2,-1,-2,1,4,4
"5897",0,5,-1,2,-2,-2
"5898",-1,0,0,2,0,0
"5899",-2,4,-3,3,-4,-4
"5900",4,2,4,3,4,3
"5901",2,-5,3,3,-4,-4
"5902",5,5,3,2,10,10
"5903",-3,0,2,1,-3,-3
"5904",5,0,3,1,5,4
"5905",2,-3,-2,1,8,8
"5906",3,-5,-1,2,4,3
"5907",3,4,3,1,15,15
"5908",-4,5,2,3,2,2
"5909",-4,4,-1,1,-8,-8
"5910",-2,-1,-1,3,0,0
"5911",3,3,0,3,1,0
"5912",5,2,3,3,3,3
"5913",-2,4,3,3,3,3
"5914",0,4,0,2,0,0
"5915",-1,2,-3,2,-3,-3
"5916",-4,3,2,3,0,0
"5917",-3,0,-2,2,-1,-1
"5918",-2,5,-1,3,-2,-2
"5919",-4,-4,0,2,-2,-2
"5920",-3,1,1,3,0,0
"5921",-4,5,4,2,8,8
"5922",1,2,2,1,5,5
"5923",0,4,-2,3,-2,-2
"5924",3,1,3,1,6,5
"5925",-5,2,-2,1,-9,-8
"5926",1,5,4,3,7,7
"5927",1,4,3,2,6,6
"5928",0,-4,2,1,-8,-8
"5930",3,-2,3,1,-3,-3
"5931",2,1,3,1,5,5
"5933",1,0,-2,3,0,0
"5934",-4,1,2,2,-1,0
"5935",5,-5,4,1,-15,-15
"5936",0,-3,-1,3,1,1
"5937",0,2,2,1,4,4
"5938",0,-3,-3,1,9,9
"5939",4,-2,0,1,4,3
"5940",-3,-1,1,2,-2,-1
"5941",1,-3,0,1,1,1
"5942",2,-3,-1,1,5,5
"5943",-2,1,2,1,0,0
"5944",3,4,3,1,15,15
"5945",-2,0,-2,3,0,0
"5946",-4,0,-2,3,-1,-1
"5947",0,-3,2,3,-2,-2
"5948",2,3,2,2,4,4
"5949",-2,5,-3,1,-17,-17
"5950",-5,-4,4,3,-7,-7
"5951",-4,5,-2,2,-7,-7
"5952",1,2,0,1,1,1
"5953",-1,-4,2,1,-9,-9
"5954",-4,1,-1,1,-5,-5
"5955",2,4,-1,1,-2,-2
"5956",2,-5,-3,1,17,17
"5957",2,4,3,3,4,4
"5958",1,4,1,3,1,1
"5959",-2,-3,4,3,-4,-4
"5960",-4,1,-3,3,-2,-2
"5961",3,3,-3,3,-2,-2
"5962",-3,-2,0,3,-1,0
"5964",4,-5,3,3,-3,-3
"5965",-3,-3,0,3,-1,-1
"5966",-2,-4,3,2,-7,-7
"5967",-5,0,3,1,-5,-5
"5968",-4,5,0,1,-4,-4
"5969",4,4,1,1,8,8
"5970",0,-1,0,1,0,0
"5971",4,3,1,2,3,3
"5972",-5,3,4,3,2,2
"5973",-1,-2,0,2,0,0
"5974",4,5,-3,2,-5,-5
"5975",-3,5,0,1,-3,-2
"5976",4,-3,4,1,-8,-8
"5977",3,-2,-3,1,9,9
"5978",2,0,4,2,1,0
"5979",3,-5,4,1,-17,-16
"5980",5,4,0,1,5,4
"5981",-5,2,3,2,0,0
"5982",-2,0,0,1,-2,-2
"5984",-5,-3,3,1,-14,-14
"5985",-2,5,-2,2,-6,-5
"5986",-5,1,1,3,-1,-1
"5987",2,4,-3,2,-5,-5
"5988",0,3,4,2,6,6
"5990",0,-4,-3,1,12,11
"5991",5,-1,-1,3,2,2
"5992",-2,-1,-2,1,0,0
"5993",-3,1,-2,2,-2,-2
"5994",5,5,-2,3,-1,-1
"5995",-4,4,-1,1,-8,-8
"5996",0,-5,-3,2,7,7
"5997",-5,3,-3,3,-4,-4
"5998",3,-4,0,3,1,1
"5999",1,1,-1,2,0,0
"6000",2,3,2,2,4,4
"6001",0,4,2,3,2,2
"6002",-1,3,-3,2,-5,-5
"6003",3,-1,3,1,0,0
"6004",-1,-2,1,2,-1,-1
"6005",-1,-4,-2,3,2,2
"6006",4,1,0,3,1,1
"6007",-4,0,-2,1,-4,-4
